train_loss,epoch,step,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc
0.11951479315757751,0,49,,,,,,,,,,,,
,0,73,0.15336726605892181,0.959770143032074,0.9042319059371948,0.9569892287254333,0.925112783908844,0.9805070757865906,,,,,,
0.12649768590927124,1,99,,,,,,,,,,,,
,1,147,0.1450277417898178,0.9367815852165222,0.8733460903167725,0.8879978656768799,0.8782113790512085,0.9736533761024475,,,,,,
0.08694130182266235,2,149,,,,,,,,,,,,
0.05047750473022461,2,199,,,,,,,,,,,,
,2,221,0.12205634266138077,0.9501915574073792,0.882280170917511,0.9379172921180725,0.9043470621109009,0.9806594848632812,,,,,,
0.07405871897935867,3,249,,,,,,,,,,,,
,3,295,0.11838909983634949,0.961685836315155,0.9308545589447021,0.9372361898422241,0.9293060302734375,0.9856946468353271,,,,,,
0.00884159840643406,4,299,,,,,,,,,,,,
0.08563711494207382,4,349,,,,,,,,,,,,
,4,369,0.12096939235925674,0.9636015295982361,0.9171318411827087,0.9753800630569458,0.9390826225280762,0.9891953468322754,,,,,,
0.07602454721927643,5,399,,,,,,,,,,,,
,5,443,0.11684267222881317,0.9578543901443481,0.9125058650970459,0.956308126449585,0.928697407245636,0.9864646792411804,,,,,,
0.0267492588609457,6,449,,,,,,,,,,,,
0.01788494363427162,6,499,,,,,,,,,,,,
,6,517,0.11820853501558304,0.9636015295982361,0.9351580739021301,0.9494967460632324,0.9381666779518127,0.9848715662956238,,,,,,
0.007858872413635254,7,549,,,,,,,,,,,,
,7,591,0.11939693242311478,0.9655172228813171,0.9529916048049927,0.9372361898422241,0.9380205869674683,0.9870675802230835,,,,,,
0.025920644402503967,8,599,,,,,,,,,,,,
0.020466212183237076,8,649,,,,,,,,,,,,
,8,665,0.12240936607122421,0.9559386968612671,0.9144270420074463,0.9494967460632324,0.9261922836303711,0.9876599311828613,,,,,,
0.0362924188375473,9,699,,,,,,,,,,,,
,9,739,0.12989507615566254,0.9501915574073792,0.8993088006973267,0.9494967460632324,0.9189310669898987,0.9876598119735718,,,,,,
,10,740,,,,,,,0.1432451456785202,0.945263147354126,0.8583401441574097,0.9496382474899292,0.893189013004303,0.985867977142334
