train_loss,epoch,step,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
0.4705899655818939,0,49,,,,,,
0.053368065506219864,0,99,,,,,,
0.020909612998366356,0,149,,,,,,
0.0400787815451622,0,199,,,,,,
0.04923298954963684,0,249,,,,,,
0.029193226248025894,0,299,,,,,,
0.030069105327129364,0,349,,,,,,
0.03716933727264404,0,399,,,,,,
0.04217584431171417,0,449,,,,,,
0.01207534596323967,0,499,,,,,,
0.03949892520904541,0,549,,,,,,
0.027800126001238823,0,599,,,,,,
0.01656246930360794,0,649,,,,,,
0.0384075827896595,0,699,,,,,,
0.010340627282857895,0,749,,,,,,
0.009251466952264309,0,799,,,,,,
0.013895059935748577,0,849,,,,,,
0.017976703122258186,0,899,,,,,,
0.030875178053975105,0,949,,,,,,
0.030408145859837532,0,999,,,,,,
0.03027372434735298,0,1049,,,,,,
0.03222166374325752,0,1099,,,,,,
0.014165404252707958,0,1149,,,,,,
0.01640421524643898,0,1199,,,,,,
0.01455625519156456,0,1249,,,,,,
0.029871448874473572,0,1299,,,,,,
0.01251314952969551,0,1349,,,,,,
0.01226308848708868,0,1399,,,,,,
0.01409115456044674,0,1449,,,,,,
0.03169754892587662,0,1499,,,,,,
0.030755754560232162,0,1549,,,,,,
0.04562237858772278,0,1599,,,,,,
0.0107446713373065,0,1649,,,,,,
0.01327736396342516,0,1699,,,,,,
0.02921425923705101,0,1749,,,,,,
0.043618734925985336,0,1799,,,,,,
0.012595385313034058,0,1849,,,,,,
0.05447730794548988,0,1899,,,,,,
0.03550407290458679,0,1949,,,,,,
0.01678227074444294,0,1999,,,,,,
0.012664546258747578,0,2049,,,,,,
0.029514960944652557,0,2099,,,,,,
0.011640038341283798,0,2149,,,,,,
0.03191141039133072,0,2199,,,,,,
0.04422533139586449,0,2249,,,,,,
0.01607057824730873,0,2299,,,,,,
,0,2346,0.02633855491876602,0.9959378838539124,0.0,0.0,0.0,0.6143661737442017
0.0303626861423254,1,2349,,,,,,
0.03511373698711395,1,2399,,,,,,
0.02926783822476864,1,2449,,,,,,
0.009919827803969383,1,2499,,,,,,
0.013521002605557442,1,2549,,,,,,
0.030175551772117615,1,2599,,,,,,
0.012776202522218227,1,2649,,,,,,
0.026672080159187317,1,2699,,,,,,
0.031221572309732437,1,2749,,,,,,
0.029493708163499832,1,2799,,,,,,
0.012532869353890419,1,2849,,,,,,
0.07512101531028748,1,2899,,,,,,
0.032734714448451996,1,2949,,,,,,
0.013721746392548084,1,2999,,,,,,
0.012759578414261341,1,3049,,,,,,
0.014377627521753311,1,3099,,,,,,
0.040051061660051346,1,3149,,,,,,
0.029808606952428818,1,3199,,,,,,
0.03082444705069065,1,3249,,,,,,
0.04091484844684601,1,3299,,,,,,
0.04509712755680084,1,3349,,,,,,
0.012177101336419582,1,3399,,,,,,
0.029485579580068588,1,3449,,,,,,
0.013703948818147182,1,3499,,,,,,
0.039993759244680405,1,3549,,,,,,
0.012302689254283905,1,3599,,,,,,
0.03008469194173813,1,3649,,,,,,
0.03420732915401459,1,3699,,,,,,
0.03113379515707493,1,3749,,,,,,
0.02766256220638752,1,3799,,,,,,
0.04360342025756836,1,3849,,,,,,
0.011814763769507408,1,3899,,,,,,
0.010833698324859142,1,3949,,,,,,
0.02940010279417038,1,3999,,,,,,
0.014680738560855389,1,4049,,,,,,
0.029744498431682587,1,4099,,,,,,
0.013613606803119183,1,4149,,,,,,
0.04287422448396683,1,4199,,,,,,
0.04197482019662857,1,4249,,,,,,
0.012993420474231243,1,4299,,,,,,
0.030968772247433662,1,4349,,,,,,
0.03181513398885727,1,4399,,,,,,
0.04412771388888359,1,4449,,,,,,
0.015404167585074902,1,4499,,,,,,
0.012314848601818085,1,4549,,,,,,
0.01627166196703911,1,4599,,,,,,
0.051465943455696106,1,4649,,,,,,
,1,4693,0.026178210973739624,0.9959378838539124,0.0,0.0,0.0,0.6134188175201416
0.016070611774921417,2,4699,,,,,,
0.045032914727926254,2,4749,,,,,,
0.012500656768679619,2,4799,,,,,,
0.03158038109540939,2,4849,,,,,,
0.04339742660522461,2,4899,,,,,,
0.03037184476852417,2,4949,,,,,,
0.012428690679371357,2,4999,,,,,,
0.02874099835753441,2,5049,,,,,,
0.03893488645553589,2,5099,,,,,,
0.031057853251695633,2,5149,,,,,,
0.030197249725461006,2,5199,,,,,,
0.030645141378045082,2,5249,,,,,,
0.010902843438088894,2,5299,,,,,,
0.04380032420158386,2,5349,,,,,,
0.031456682831048965,2,5399,,,,,,
0.0194088164716959,2,5449,,,,,,
0.029559137299656868,2,5499,,,,,,
0.026354745030403137,2,5549,,,,,,
0.012898550368845463,2,5599,,,,,,
0.03092092089354992,2,5649,,,,,,
0.032059699296951294,2,5699,,,,,,
0.014832336455583572,2,5749,,,,,,
0.012976085767149925,2,5799,,,,,,
0.035630520433187485,2,5849,,,,,,
0.03238677978515625,2,5899,,,,,,
0.018040813505649567,2,5949,,,,,,
0.0526864156126976,2,5999,,,,,,
0.030523864552378654,2,6049,,,,,,
0.028272362425923347,2,6099,,,,,,
