train_loss,epoch,step,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc
0.2344825267791748,0,49,,,,,,,,,,,,
0.046105895191431046,0,99,,,,,,,,,,,,
0.017450274899601936,0,149,,,,,,,,,,,,
0.030267827212810516,0,199,,,,,,,,,,,,
0.014920118264853954,0,249,,,,,,,,,,,,
0.03135445713996887,0,299,,,,,,,,,,,,
0.044069189578294754,0,349,,,,,,,,,,,,
0.04390241950750351,0,399,,,,,,,,,,,,
0.031101733446121216,0,449,,,,,,,,,,,,
0.016636118292808533,0,499,,,,,,,,,,,,
0.04256698489189148,0,549,,,,,,,,,,,,
0.04752299562096596,0,599,,,,,,,,,,,,
0.01143635157495737,0,649,,,,,,,,,,,,
0.04073548689484596,0,699,,,,,,,,,,,,
0.029260337352752686,0,749,,,,,,,,,,,,
0.032508525997400284,0,799,,,,,,,,,,,,
0.01244500931352377,0,849,,,,,,,,,,,,
0.03129266947507858,0,899,,,,,,,,,,,,
0.031071027740836143,0,949,,,,,,,,,,,,
0.03161993250250816,0,999,,,,,,,,,,,,
0.057066138833761215,0,1049,,,,,,,,,,,,
0.012196457013487816,0,1099,,,,,,,,,,,,
0.010804138146340847,0,1149,,,,,,,,,,,,
0.03246866539120674,0,1199,,,,,,,,,,,,
0.029821909964084625,0,1249,,,,,,,,,,,,
0.04536122828722,0,1299,,,,,,,,,,,,
0.031728070229291916,0,1349,,,,,,,,,,,,
0.04279790446162224,0,1399,,,,,,,,,,,,
0.013049205765128136,0,1449,,,,,,,,,,,,
0.04038093984127045,0,1499,,,,,,,,,,,,
0.0314459502696991,0,1549,,,,,,,,,,,,
0.03046153485774994,0,1599,,,,,,,,,,,,
0.03084489144384861,0,1649,,,,,,,,,,,,
0.029789043590426445,0,1699,,,,,,,,,,,,
0.016364185139536858,0,1749,,,,,,,,,,,,
0.015848366543650627,0,1799,,,,,,,,,,,,
0.0160977765917778,0,1849,,,,,,,,,,,,
0.014696499332785606,0,1899,,,,,,,,,,,,
0.009460225701332092,0,1949,,,,,,,,,,,,
0.04144779220223427,0,1999,,,,,,,,,,,,
0.045907098799943924,0,2049,,,,,,,,,,,,
0.04245652258396149,0,2099,,,,,,,,,,,,
0.014048692770302296,0,2149,,,,,,,,,,,,
0.01171781774610281,0,2199,,,,,,,,,,,,
0.013620938174426556,0,2249,,,,,,,,,,,,
0.04456164315342903,0,2299,,,,,,,,,,,,
,0,2346,0.026242217049002647,0.9959378838539124,0.0,0.0,0.0,0.6160076260566711,,,,,,
0.012494930066168308,1,2349,,,,,,,,,,,,
0.02929355949163437,1,2399,,,,,,,,,,,,
0.030216505751013756,1,2449,,,,,,,,,,,,
0.028427492827177048,1,2499,,,,,,,,,,,,
0.041537556797266006,1,2549,,,,,,,,,,,,
0.038296591490507126,1,2599,,,,,,,,,,,,
0.034126926213502884,1,2649,,,,,,,,,,,,
0.012118691578507423,1,2699,,,,,,,,,,,,
0.038097068667411804,1,2749,,,,,,,,,,,,
0.02439621090888977,1,2799,,,,,,,,,,,,
0.03012377955019474,1,2849,,,,,,,,,,,,
0.033054497092962265,1,2899,,,,,,,,,,,,
0.03276059776544571,1,2949,,,,,,,,,,,,
0.04101506248116493,1,2999,,,,,,,,,,,,
0.014983913861215115,1,3049,,,,,,,,,,,,
0.030054768547415733,1,3099,,,,,,,,,,,,
0.031082021072506905,1,3149,,,,,,,,,,,,
0.04422680288553238,1,3199,,,,,,,,,,,,
0.0381910540163517,1,3249,,,,,,,,,,,,
0.03092845343053341,1,3299,,,,,,,,,,,,
0.013449950143694878,1,3349,,,,,,,,,,,,
0.03153502941131592,1,3399,,,,,,,,,,,,
0.03022952191531658,1,3449,,,,,,,,,,,,
0.048260368406772614,1,3499,,,,,,,,,,,,
0.0363549143075943,1,3549,,,,,,,,,,,,
0.012801656499505043,1,3599,,,,,,,,,,,,
0.04284241795539856,1,3649,,,,,,,,,,,,
0.02966812625527382,1,3699,,,,,,,,,,,,
0.016781626269221306,1,3749,,,,,,,,,,,,
0.02960667572915554,1,3799,,,,,,,,,,,,
0.01183850783854723,1,3849,,,,,,,,,,,,
0.014537324197590351,1,3899,,,,,,,,,,,,
0.01184897217899561,1,3949,,,,,,,,,,,,
0.0310246329754591,1,3999,,,,,,,,,,,,
0.029873676598072052,1,4049,,,,,,,,,,,,
0.0305170901119709,1,4099,,,,,,,,,,,,
0.028842702507972717,1,4149,,,,,,,,,,,,
0.030887138098478317,1,4199,,,,,,,,,,,,
0.030104603618383408,1,4249,,,,,,,,,,,,
0.013375204987823963,1,4299,,,,,,,,,,,,
0.014925817027688026,1,4349,,,,,,,,,,,,
0.03116850182414055,1,4399,,,,,,,,,,,,
0.010626373812556267,1,4449,,,,,,,,,,,,
0.011228498071432114,1,4499,,,,,,,,,,,,
0.014755899086594582,1,4549,,,,,,,,,,,,
0.031122202053666115,1,4599,,,,,,,,,,,,
0.04326535761356354,1,4649,,,,,,,,,,,,
,1,4693,0.02625611238181591,0.9959378838539124,0.0,0.0,0.0,0.6138356328010559,,,,,,
0.07436955720186234,2,4699,,,,,,,,,,,,
0.029040204361081123,2,4749,,,,,,,,,,,,
0.05067887902259827,2,4799,,,,,,,,,,,,
0.03162387013435364,2,4849,,,,,,,,,,,,
0.05303017795085907,2,4899,,,,,,,,,,,,
0.029520364478230476,2,4949,,,,,,,,,,,,
0.011109930463135242,2,4999,,,,,,,,,,,,
0.03262580931186676,2,5049,,,,,,,,,,,,
0.03155425190925598,2,5099,,,,,,,,,,,,
0.0364140048623085,2,5149,,,,,,,,,,,,
0.03064468316733837,2,5199,,,,,,,,,,,,
0.03648614510893822,2,5249,,,,,,,,,,,,
0.011965811252593994,2,5299,,,,,,,,,,,,
0.030852489173412323,2,5349,,,,,,,,,,,,
0.010724079795181751,2,5399,,,,,,,,,,,,
0.011495407670736313,2,5449,,,,,,,,,,,,
0.011750261299312115,2,5499,,,,,,,,,,,,
0.0465988852083683,2,5549,,,,,,,,,,,,
0.0162054393440485,2,5599,,,,,,,,,,,,
0.012390092946588993,2,5649,,,,,,,,,,,,
0.03599860519170761,2,5699,,,,,,,,,,,,
0.012741454876959324,2,5749,,,,,,,,,,,,
0.04468720406293869,2,5799,,,,,,,,,,,,
0.02485794760286808,2,5849,,,,,,,,,,,,
0.036490801721811295,2,5899,,,,,,,,,,,,
0.030865084379911423,2,5949,,,,,,,,,,,,
0.0403631329536438,2,5999,,,,,,,,,,,,
0.015858137980103493,2,6049,,,,,,,,,,,,
0.030617833137512207,2,6099,,,,,,,,,,,,
0.04319414868950844,2,6149,,,,,,,,,,,,
0.044758573174476624,2,6199,,,,,,,,,,,,
0.04478263854980469,2,6249,,,,,,,,,,,,
0.037431731820106506,2,6299,,,,,,,,,,,,
0.028701594099402428,2,6349,,,,,,,,,,,,
0.014254534617066383,2,6399,,,,,,,,,,,,
0.029796769842505455,2,6449,,,,,,,,,,,,
0.040299154818058014,2,6499,,,,,,,,,,,,
0.03768107295036316,2,6549,,,,,,,,,,,,
0.011637246236205101,2,6599,,,,,,,,,,,,
0.03038698062300682,2,6649,,,,,,,,,,,,
0.02919059991836548,2,6699,,,,,,,,,,,,
0.028272530063986778,2,6749,,,,,,,,,,,,
0.04573002830147743,2,6799,,,,,,,,,,,,
0.030500059947371483,2,6849,,,,,,,,,,,,
0.029431434348225594,2,6899,,,,,,,,,,,,
0.016777951270341873,2,6949,,,,,,,,,,,,
0.02866031974554062,2,6999,,,,,,,,,,,,
,2,7040,0.02620329149067402,0.9959378838539124,0.0,0.0,0.0,0.6219667792320251,,,,,,
0.014939728192985058,3,7049,,,,,,,,,,,,
0.04022863879799843,3,7099,,,,,,,,,,,,
0.030247347429394722,3,7149,,,,,,,,,,,,
0.013466945849359035,3,7199,,,,,,,,,,,,
0.02964574657380581,3,7249,,,,,,,,,,,,
0.030910465866327286,3,7299,,,,,,,,,,,,
0.03233422711491585,3,7349,,,,,,,,,,,,
0.039662156254053116,3,7399,,,,,,,,,,,,
0.03139105066657066,3,7449,,,,,,,,,,,,
0.01307376753538847,3,7499,,,,,,,,,,,,
0.031037939712405205,3,7549,,,,,,,,,,,,
0.019140077754855156,3,7599,,,,,,,,,,,,
0.03489718958735466,3,7649,,,,,,,,,,,,
0.04135708138346672,3,7699,,,,,,,,,,,,
0.030592789873480797,3,7749,,,,,,,,,,,,
0.03078780137002468,3,7799,,,,,,,,,,,,
0.014056428335607052,3,7849,,,,,,,,,,,,
0.03283437341451645,3,7899,,,,,,,,,,,,
0.013360711745917797,3,7949,,,,,,,,,,,,
0.029798753559589386,3,7999,,,,,,,,,,,,
0.04698333889245987,3,8049,,,,,,,,,,,,
0.009712247177958488,3,8099,,,,,,,,,,,,
0.031310178339481354,3,8149,,,,,,,,,,,,
0.013723015785217285,3,8199,,,,,,,,,,,,
0.04425037279725075,3,8249,,,,,,,,,,,,
0.029718438163399696,3,8299,,,,,,,,,,,,
0.01668992079794407,3,8349,,,,,,,,,,,,
0.031187336891889572,3,8399,,,,,,,,,,,,
0.0414973720908165,3,8449,,,,,,,,,,,,
0.03267136961221695,3,8499,,,,,,,,,,,,
0.044617909938097,3,8549,,,,,,,,,,,,
0.012255215086042881,3,8599,,,,,,,,,,,,
0.029661035165190697,3,8649,,,,,,,,,,,,
0.042154062539339066,3,8699,,,,,,,,,,,,
0.013541887514293194,3,8749,,,,,,,,,,,,
0.00996359996497631,3,8799,,,,,,,,,,,,
0.044160518795251846,3,8849,,,,,,,,,,,,
0.03349219635128975,3,8899,,,,,,,,,,,,
0.010383887216448784,3,8949,,,,,,,,,,,,
0.038429711014032364,3,8999,,,,,,,,,,,,
0.016291243955492973,3,9049,,,,,,,,,,,,
0.029730714857578278,3,9099,,,,,,,,,,,,
0.02947750873863697,3,9149,,,,,,,,,,,,
0.02826678939163685,3,9199,,,,,,,,,,,,
0.03475092351436615,3,9249,,,,,,,,,,,,
0.031078919768333435,3,9299,,,,,,,,,,,,
0.03026295080780983,3,9349,,,,,,,,,,,,
,3,9387,0.026082554832100868,0.9959378838539124,0.0,0.0,0.0,0.6220632791519165,,,,,,
0.014371051453053951,4,9399,,,,,,,,,,,,
0.030001601204276085,4,9449,,,,,,,,,,,,
0.010999847203493118,4,9499,,,,,,,,,,,,
0.03301255777478218,4,9549,,,,,,,,,,,,
0.02893470600247383,4,9599,,,,,,,,,,,,
0.04311363771557808,4,9649,,,,,,,,,,,,
0.0350903645157814,4,9699,,,,,,,,,,,,
0.014047493226826191,4,9749,,,,,,,,,,,,
0.030384741723537445,4,9799,,,,,,,,,,,,
0.03835112228989601,4,9849,,,,,,,,,,,,
0.03908916190266609,4,9899,,,,,,,,,,,,
0.025076618418097496,4,9949,,,,,,,,,,,,
0.028329914435744286,4,9999,,,,,,,,,,,,
0.031406138092279434,4,10049,,,,,,,,,,,,
0.030968831852078438,4,10099,,,,,,,,,,,,
0.03708186000585556,4,10149,,,,,,,,,,,,
0.013130159117281437,4,10199,,,,,,,,,,,,
0.029516346752643585,4,10249,,,,,,,,,,,,
0.07443052530288696,4,10299,,,,,,,,,,,,
0.01365574449300766,4,10349,,,,,,,,,,,,
0.029182324185967445,4,10399,,,,,,,,,,,,
0.030535399913787842,4,10449,,,,,,,,,,,,
0.011653067544102669,4,10499,,,,,,,,,,,,
0.028973069041967392,4,10549,,,,,,,,,,,,
0.03018067590892315,4,10599,,,,,,,,,,,,
0.032195378094911575,4,10649,,,,,,,,,,,,
0.017157375812530518,4,10699,,,,,,,,,,,,
0.030525609850883484,4,10749,,,,,,,,,,,,
0.02903231419622898,4,10799,,,,,,,,,,,,
0.03014579974114895,4,10849,,,,,,,,,,,,
0.029334858059883118,4,10899,,,,,,,,,,,,
0.017107971012592316,4,10949,,,,,,,,,,,,
0.030207308009266853,4,10999,,,,,,,,,,,,
0.043689075857400894,4,11049,,,,,,,,,,,,
0.03051375038921833,4,11099,,,,,,,,,,,,
0.013257368467748165,4,11149,,,,,,,,,,,,
0.04170582816004753,4,11199,,,,,,,,,,,,
0.03657175227999687,4,11249,,,,,,,,,,,,
0.030624739825725555,4,11299,,,,,,,,,,,,
0.01613251492381096,4,11349,,,,,,,,,,,,
0.024797741323709488,4,11399,,,,,,,,,,,,
0.032545238733291626,4,11449,,,,,,,,,,,,
0.03059888631105423,4,11499,,,,,,,,,,,,
0.03246587514877319,4,11549,,,,,,,,,,,,
0.045072976499795914,4,11599,,,,,,,,,,,,
0.017675727605819702,4,11649,,,,,,,,,,,,
0.045615505427122116,4,11699,,,,,,,,,,,,
,4,11734,0.026104552671313286,0.9959378838539124,0.0,0.0,0.0,0.6239444017410278,,,,,,
0.013302024453878403,5,11749,,,,,,,,,,,,
0.044113606214523315,5,11799,,,,,,,,,,,,
0.029955724254250526,5,11849,,,,,,,,,,,,
0.034649524837732315,5,11899,,,,,,,,,,,,
0.016541985794901848,5,11949,,,,,,,,,,,,
0.02988223172724247,5,11999,,,,,,,,,,,,
0.03866187855601311,5,12049,,,,,,,,,,,,
0.030215147882699966,5,12099,,,,,,,,,,,,
0.03172479569911957,5,12149,,,,,,,,,,,,
0.012441177852451801,5,12199,,,,,,,,,,,,
0.01509181596338749,5,12249,,,,,,,,,,,,
0.01229375321418047,5,12299,,,,,,,,,,,,
0.043947190046310425,5,12349,,,,,,,,,,,,
0.02853730320930481,5,12399,,,,,,,,,,,,
0.030184250324964523,5,12449,,,,,,,,,,,,
0.010736659169197083,5,12499,,,,,,,,,,,,
0.02956569939851761,5,12549,,,,,,,,,,,,
0.03528089448809624,5,12599,,,,,,,,,,,,
0.01597934402525425,5,12649,,,,,,,,,,,,
0.025102145969867706,5,12699,,,,,,,,,,,,
0.030171098187565804,5,12749,,,,,,,,,,,,
0.031059375032782555,5,12799,,,,,,,,,,,,
0.048000916838645935,5,12849,,,,,,,,,,,,
0.041714537888765335,5,12899,,,,,,,,,,,,
0.011333581991493702,5,12949,,,,,,,,,,,,
0.03582208603620529,5,12999,,,,,,,,,,,,
0.02972811833024025,5,13049,,,,,,,,,,,,
0.042262040078639984,5,13099,,,,,,,,,,,,
0.01631852053105831,5,13149,,,,,,,,,,,,
0.031184855848550797,5,13199,,,,,,,,,,,,
0.014718878082931042,5,13249,,,,,,,,,,,,
0.012197152711451054,5,13299,,,,,,,,,,,,
0.044774673879146576,5,13349,,,,,,,,,,,,
0.04347017779946327,5,13399,,,,,,,,,,,,
0.031120039522647858,5,13449,,,,,,,,,,,,
0.014130459167063236,5,13499,,,,,,,,,,,,
0.012688800692558289,5,13549,,,,,,,,,,,,
0.010991564951837063,5,13599,,,,,,,,,,,,
0.03177772834897041,5,13649,,,,,,,,,,,,
0.042996201664209366,5,13699,,,,,,,,,,,,
0.04262116551399231,5,13749,,,,,,,,,,,,
0.01158814411610365,5,13799,,,,,,,,,,,,
0.043649010360240936,5,13849,,,,,,,,,,,,
0.0101974718272686,5,13899,,,,,,,,,,,,
0.029748115688562393,5,13949,,,,,,,,,,,,
0.02785428985953331,5,13999,,,,,,,,,,,,
0.03801292926073074,5,14049,,,,,,,,,,,,
,5,14081,0.02611330896615982,0.9959378838539124,0.0,0.0,0.0,0.6289613246917725,,,,,,
0.010702330619096756,6,14099,,,,,,,,,,,,
0.013853432610630989,6,14149,,,,,,,,,,,,
