train_loss,epoch,step,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
0.25559699535369873,0,49,,,,,,
0.022746630012989044,0,99,,,,,,
0.04157159477472305,0,149,,,,,,
0.017586879432201385,0,199,,,,,,
0.029820801690220833,0,249,,,,,,
0.02781176194548607,0,299,,,,,,
0.013044965453445911,0,349,,,,,,
0.03018840029835701,0,399,,,,,,
0.03045092336833477,0,449,,,,,,
0.007516993675380945,0,499,,,,,,
0.011983891017735004,0,549,,,,,,
0.029838887974619865,0,599,,,,,,
0.014658253639936447,0,649,,,,,,
0.010739949531853199,0,699,,,,,,
0.03698829561471939,0,749,,,,,,
0.035840462893247604,0,799,,,,,,
0.015945371240377426,0,849,,,,,,
0.04365414381027222,0,899,,,,,,
0.01227150671184063,0,949,,,,,,
0.031088635325431824,0,999,,,,,,
0.013163276948034763,0,1049,,,,,,
0.011516024358570576,0,1099,,,,,,
0.012007798999547958,0,1149,,,,,,
0.03131371736526489,0,1199,,,,,,
0.0314209870994091,0,1249,,,,,,
0.04421300068497658,0,1299,,,,,,
0.04512542113661766,0,1349,,,,,,
0.04817767068743706,0,1399,,,,,,
0.013745790347456932,0,1449,,,,,,
0.010213322006165981,0,1499,,,,,,
0.012187721207737923,0,1549,,,,,,
0.03090103715658188,0,1599,,,,,,
0.026958445087075233,0,1649,,,,,,
0.009815838187932968,0,1699,,,,,,
0.011130454950034618,0,1749,,,,,,
0.012899601832032204,0,1799,,,,,,
0.015663666650652885,0,1849,,,,,,
0.011382563039660454,0,1899,,,,,,
0.02849358506500721,0,1949,,,,,,
0.027129195630550385,0,1999,,,,,,
0.012586478143930435,0,2049,,,,,,
0.04581361263990402,0,2099,,,,,,
0.013881944119930267,0,2149,,,,,,
0.028073245659470558,0,2199,,,,,,
0.04326160252094269,0,2249,,,,,,
0.012895139865577221,0,2299,,,,,,
,0,2346,0.026247914880514145,0.9959378838539124,0.0,0.0,0.0,0.6164750456809998
0.011590381152927876,1,2349,,,,,,
0.029214957728981972,1,2399,,,,,,
0.030422797426581383,1,2449,,,,,,
0.01353850495070219,1,2499,,,,,,
0.0323164202272892,1,2549,,,,,,
0.030273165553808212,1,2599,,,,,,
0.043160103261470795,1,2649,,,,,,
0.0323001928627491,1,2699,,,,,,
0.033558376133441925,1,2749,,,,,,
0.028917968273162842,1,2799,,,,,,
0.03140229731798172,1,2849,,,,,,
0.030168458819389343,1,2899,,,,,,
0.011493649333715439,1,2949,,,,,,
0.011868277564644814,1,2999,,,,,,
0.013917196542024612,1,3049,,,,,,
0.031490858644247055,1,3099,,,,,,
0.027720293030142784,1,3149,,,,,,
0.03737671300768852,1,3199,,,,,,
0.011379052884876728,1,3249,,,,,,
0.01209731213748455,1,3299,,,,,,
0.04870980978012085,1,3349,,,,,,
0.06733390688896179,1,3399,,,,,,
0.02875865064561367,1,3449,,,,,,
0.028995659202337265,1,3499,,,,,,
0.040251731872558594,1,3549,,,,,,
0.041254010051488876,1,3599,,,,,,
0.009490422904491425,1,3649,,,,,,
0.012307640165090561,1,3699,,,,,,
0.01230714563280344,1,3749,,,,,,
0.032479237765073776,1,3799,,,,,,
0.02922360971570015,1,3849,,,,,,
0.02654355578124523,1,3899,,,,,,
0.012179424054920673,1,3949,,,,,,
0.014515832997858524,1,3999,,,,,,
0.014697503298521042,1,4049,,,,,,
0.011268766596913338,1,4099,,,,,,
0.015096843242645264,1,4149,,,,,,
0.027790596708655357,1,4199,,,,,,
0.03180300071835518,1,4249,,,,,,
0.04384051635861397,1,4299,,,,,,
0.044240497052669525,1,4349,,,,,,
0.02998056821525097,1,4399,,,,,,
0.01407632976770401,1,4449,,,,,,
0.03376336023211479,1,4499,,,,,,
0.044508133083581924,1,4549,,,,,,
0.01557350903749466,1,4599,,,,,,
0.04369492828845978,1,4649,,,,,,
,1,4693,0.026191262528300285,0.9959378838539124,0.0,0.0,0.0,0.6193363666534424
0.016113322228193283,2,4699,,,,,,
0.029221955686807632,2,4749,,,,,,
0.016639458015561104,2,4799,,,,,,
0.011148269288241863,2,4849,,,,,,
0.029882438480854034,2,4899,,,,,,
0.011576718650758266,2,4949,,,,,,
0.011736183427274227,2,4999,,,,,,
0.045602958649396896,2,5049,,,,,,
0.04324701800942421,2,5099,,,,,,
0.01060651708394289,2,5149,,,,,,
0.04268576577305794,2,5199,,,,,,
0.015943700447678566,2,5249,,,,,,
0.010295306332409382,2,5299,,,,,,
0.026964526623487473,2,5349,,,,,,
0.013034801930189133,2,5399,,,,,,
0.03015030547976494,2,5449,,,,,,
