val_accuracy,val_precision,val_recall,val_f1,val_auc,val_loss,epoch,step,train_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_loss
0.8908045887947083,0.9475521445274353,0.6355265378952026,0.7407231330871582,0.9824045896530151,0.18552832305431366,0,73,,,,,,,
,,,,,,0,73,0.23930247128009796,,,,,,
0.9578543901443481,0.9322658181190491,0.9195857644081116,0.9194861054420471,0.9868928790092468,0.11171276867389679,1,147,,,,,,,
,,,,,,1,147,0.11306238919496536,,,,,,
0.967432975769043,0.9162496328353882,0.9657848477363586,0.9354370832443237,0.986300528049469,0.10785386711359024,2,221,,,,,,,
,,,,,,2,221,0.0869143083691597,,,,,,
0.961685836315155,0.9635463953018188,0.9097944498062134,0.9286442399024963,0.9896297454833984,0.10536977648735046,3,295,,,,,,,
,,,,,,3,295,0.06976695358753204,,,,,,
0.969348669052124,0.9648937582969666,0.929121732711792,0.941106915473938,0.9890550374984741,0.09757295250892639,4,369,,,,,,,
,,,,,,4,369,0.05499415844678879,,,,,,
0.961685836315155,0.9604812860488892,0.9009395241737366,0.922325074672699,0.9887588620185852,0.09714795649051666,5,443,,,,,,,
,,,,,,5,443,0.04604556784033775,,,,,,
0.9655172228813171,0.9648937582969666,0.9193304181098938,0.9336082935333252,0.9893686771392822,0.09580238908529282,6,517,,,,,,,
,,,,,,6,517,0.039370302110910416,,,,,,
0.959770143032074,0.9618286490440369,0.8968526721000671,0.9195232391357422,0.988776445388794,0.10064062476158142,7,591,,,,,,,
,,,,,,7,591,0.03127318248152733,,,,,,
0.967432975769043,0.935905396938324,0.9721705317497253,0.9496917128562927,0.9895440340042114,0.10428544133901596,8,665,,,,,,,
,,,,,,8,665,0.02530508302152157,,,,,,
0.967432975769043,0.9493007063865662,0.9504333138465881,0.9436659812927246,0.9898228049278259,0.09968876093626022,9,739,,,,,,,
,,,,,,9,739,0.018885377794504166,,,,,,
,,,,,,10,740,,0.9684210419654846,0.9277167916297913,0.9795796871185303,0.9486578106880188,0.9939754009246826,0.08403382450342178
